ID	accessionNumber	scientificName	decimalLatitude	decimalLongitude	typeStatus	catalogueNumber	identifiedBy	taxonRank	country	locality	basisOfRecord	higherClassification
NR_075309	NR_075309	Methanococcus maripaludis S2						species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus_maripaludis
NR_075206	NR_075206	Halobacterium salinarum R1						species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium;Halobacterium_salinarum
NR_075191	NR_075191	Haloquadratum walsbyi DSM 16790				DSM:16790		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloquadratum;Haloquadratum_walsbyi
NR_075165	NR_075165	Nanoarchaeum equitans Kin4-M						species			materialSample	Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanoarchaeaceae;Nanoarchaeum;Nanoarchaeum_equitans
NR_075121	NR_075121	Saccharolobus solfataricus P2						species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus_solfataricus
NR_075117	NR_075117	Halobacterium salinarum NRC-1						species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium;Halobacterium_salinarum
NR_121909	NR_121909	Thermococcus nautili Gorlas et al. 2014			TYPE	JCM:19601		species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus_nautili
NR_121887	NR_121887	Halostagnicola larsenii Castillo et al. 2006	43.916	115.616	TYPE	DSM:17691		species	China	Lake Xilinhot, Inner Mongolia	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Halostagnicola;Halostagnicola_larsenii
NR_121838	NR_121838	Thermococcus litoralis Neuner et al. 2001			TYPE	DSM:5473		species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus_litoralis
NR_121807	NR_121807	Aeropyrum camini SY1 = JCM 12091			TYPE	JCM:12091		species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum;Aeropyrum_camini
NR_103908	NR_103908	Archaeoglobus sulfaticallidus PM70-1			TYPE	DSMZ:DSM 19444		species			materialSample	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus_sulfaticallidus
NR_103901	NR_103901	Ferroplasma acidarmanus fer1	40.40	-122.31				species	USA	Iron Mountain, CA	materialSample	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Ferroplasma;Ferroplasma_acidarmanus
NR_103438	NR_103438	Hyperthermus butylicus DSM 5456			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Hyperthermus;Hyperthermus_butylicus
NR_103437	NR_103437	Halopiger xanaduensis SH-6	43.20	114.016	TYPE			species	China	Inner Mongolia	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Halopiger;Halopiger_xanaduensis
NR_103436	NR_103436	Archaeoglobus veneficus SNP6			TYPE			species	Atlantic Ocean	Mid-Atlantic Ridge	materialSample	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus_veneficus
NR_103435	NR_103435	Acidilobus saccharovorans 345-15			TYPE	DSMZ:DSM 16705		species	Russia	Kamchatka	materialSample	Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Acidilobaceae;Acidilobus;Acidilobus_saccharovorans
NR_103433	NR_103433	Methanolobus psychrophilus R15			TYPE	JCM:14818		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus;Methanolobus_psychrophilus
NR_103431	NR_103431	Metallosphaera cuprina Ar-4			TYPE			species	China	Yunnan province	materialSample	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera_cuprina
NR_103427	NR_103427	Fervidicoccus fontis Kam940			TYPE	DSMZ:DSM 19380		species	Russia	Uzon caldera, Kamchatka	materialSample	Archaea;Crenarchaeota;Thermoprotei;Fervidicoccales;Fervidicoccaceae;Fervidicoccus;Fervidicoccus_fontis
NR_103426	NR_103426	Pyrobaculum oguniense TE7			TYPE	DSM:13380		species	Japan	Tsuetate Hot Spring, Kumamoto prefecture	materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum_oguniense
NR_103425	NR_103425	Pyrolobus fumarii 1A			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Pyrolobus;Pyrolobus_fumarii
NR_103424	NR_103424	Halalkalicoccus jeotgali B3			TYPE	KCTC:4019		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Halalkalicoccus;Halalkalicoccus_jeotgali
NR_103420	NR_103420	Methanothermus fervidus DSM 2088			TYPE			species	Iceland		materialSample	Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanothermaceae;Methanothermus;Methanothermus_fervidus
NR_103411	NR_103411	Vulcanisaeta distributa DSM 14429			TYPE			species	Japan	Kanagawa, Ohwakudani	materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;Vulcanisaeta_distributa
NR_103395	NR_103395	Caldivirga maquilingensis IC-167			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Caldivirga;Caldivirga_maquilingensis
NR_103392	NR_103392	Methanothermococcus okinawensis IH1			TYPE			species	Japan		materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus_okinawensis
NR_103324	NR_103324	Methanotorris igneus Kol 5	66.780220	-18.480835	TYPE			species	Iceland		materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae;Methanotorris;Methanotorris_igneus
NR_103297	NR_103297	Methanothrix soehngenii GP6			TYPE	OCM:252		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix_soehngenii
NR_103289	NR_103289	Pyrobaculum arsenaticum DSM 13514			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum_arsenaticum
NR_103261	NR_103261	Desulfurococcus amylolyticus DSM 16532	54.5205	159.9689	TYPE	DSMZ:DSM 16532		species	Russia	Kamchatka Peninsula, Uzon caldera	materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus;Desulfurococcus_amylolyticus
NR_103253	NR_103253	Desulfurococcus mucosus DSM 2162			TYPE	DSMZ:DSM 2162		species	Iceland		materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus;Desulfurococcus_mucosus
NR_103252	NR_103252	Ignisphaera aggregans DSM 17230			TYPE	DSM:17230		species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignisphaera;Ignisphaera_aggregans
NR_103239	NR_103239	Vulcanisaeta moutnovskia 768-28			TYPE			species	Russia		materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;Vulcanisaeta_moutnovskia
NR_103238	NR_103238	Methanothermobacter marburgensis str. Marburg			TYPE	DSMZ:DSM 2133		species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanothermobacter;Methanothermobacter_marburgensis
NR_103236	NR_103236	Haloarcula hispanica ATCC 33960			TYPE	CGMCC:1.2049		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula;Haloarcula_hispanica
NR_103235	NR_103235	Pyrococcus yayanosii CH1			TYPE			species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus_yayanosii
NR_103232	NR_103232	Methanosalsum zhilinae DSM 4017	30.437189	30.334396	TYPE	DSMZ:DSM 4017		species	Egypt	Wadi el Natrun	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosalsum;Methanosalsum_zhilinae
NR_103231	NR_103231	Thermococcus sibiricus MM 739			TYPE			species	Russia	western Siberia	materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus_sibiricus
NR_103228	NR_103228	Haloferax mediterranei ATCC 33500			TYPE	ATCC:33500		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloferax;Haloferax_mediterranei
NR_103223	NR_103223	Pyrobaculum aerophilum str. IM2			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum_aerophilum
NR_103219	NR_103219	Pyrobaculum neutrophilum V24Sta			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum_neutrophilum
NR_102682	NR_102682	Natronomonas moolapensis 8.8.11			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Natronomonas;Natronomonas_moolapensis
NR_102649	NR_102649	Methanoregula formicica SMSP			TYPE			species	Japan		materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula_formicica
NR_102648	NR_102648	Methanomethylovorans hollandica DSM 15978			TYPE	DSMZ:DSM 15978		species	Netherlands	The Dekkerswald Institute, Nijmegen	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanomethylovorans;Methanomethylovorans_hollandica
NR_102646	NR_102646	Natronococcus occultus SP4	-1.944	36.252	TYPE	DSMZ:DSM 3396		species	Kenya	Lake Magadi	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Natronococcus;Natronococcus_occultus
NR_102645	NR_102645	Natrinema pellirubrum DSM 15624	40.853	14.153	TYPE	DSMZ:DSM 15624		species	Italy		materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Natrinema;Natrinema_pellirubrum
NR_102643	NR_102643	Natronobacterium gregoryi SP2	-1.9446	36.2522	TYPE			species	Kenya	Lake Magadi	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Natronobacterium;Natronobacterium_gregoryi
NR_102642	NR_102642	Caldisphaera lagunensis DSM 15908			TYPE	DSMZ:DSM 15908		species	Philippines		materialSample	Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Caldisphaeraceae;Caldisphaera;Caldisphaera_lagunensis
NR_102603	NR_102603	Halovivax ruber XH-70	43.9167	115.6167	TYPE			species	China	Lake Xilinhot, Inner Mongolia	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Halovivax;Halovivax_ruber
NR_076076	NR_076076	Methanocaldococcus jannaschii DSM 2661			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus_jannaschii
NR_076024	NR_076024	Natronomonas pharaonis DSM 2160			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Natronomonas;Natronomonas_pharaonis
NR_075766	NR_075766	Methanohalobium evestigatum Z-7303	45.3453	34.49973	TYPE			species	Russia	Crimea	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalobium;Methanohalobium_evestigatum
NR_075762	NR_075762	Staphylothermus hellenicus DSM 12710			TYPE			species	Greece	Palaeochori Bay, Milos	materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus_hellenicus
NR_075749	NR_075749	Methanocaldococcus infernus ME			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus_infernus
NR_075745	NR_075745	Methanohalophilus mahii DSM 5219			TYPE	DSMZ:DSM 5219		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalophilus;Methanohalophilus_mahii
NR_075733	NR_075733	Haloferax volcanii DS2			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloferax;Haloferax_volcanii
NR_075732	NR_075732	Aciduliprofundum boonei T469						species			materialSample	Archaea;Candidatus Thermoplasmatota;DHVE2 group;Aciduliprofundum;Aciduliprofundum_boonei
NR_075730	NR_075730	Thermosphaera aggregans DSM 11486			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermosphaera;Thermosphaera_aggregans
NR_075728	NR_075728	Natrialba magadii ATCC 43099			TYPE	ATCC:43099		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Natrialba;Natrialba_magadii
NR_075722	NR_075722	Ferroglobus placidus DSM 10642			TYPE			species			materialSample	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;Ferroglobus_placidus
NR_075717	NR_075717	Haloterrigena turkmenica DSM 5511			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Haloterrigena;Haloterrigena_turkmenica
NR_075715	NR_075715	Archaeoglobus profundus DSM 5631			TYPE			species			materialSample	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus_profundus
NR_075690	NR_075690	Methanocaldococcus vulcanius M7			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus_vulcanius
NR_075672	NR_075672	Methanobrevibacter ruminantium M1			TYPE	DSMZ:DSM 1093		species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter_ruminantium
NR_075664	NR_075664	Methanocaldococcus fervens AG86			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus_fervens
NR_075663	NR_075663	Halomicrobium mukohataei DSM 12286			TYPE	DSM:12286		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halomicrobium;Halomicrobium_mukohataei
NR_075662	NR_075662	Halorhabdus utahensis DSM 12940			TYPE	DSM:12940		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halorhabdus;Halorhabdus_utahensis
NR_075625	NR_075625	Thermococcus gammatolerans EJ3			TYPE	DSMZ:15229		species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus_gammatolerans
NR_075620	NR_075620	Halorubrum lacusprofundi ATCC 49239			TYPE	ATCC:49239		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Halorubraceae;Halorubrum;Halorubrum_lacusprofundi
NR_075613	NR_075613	Methanosphaerula palustris E1-9c			TYPE	DSM:19958		species	USA	New York	materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanosphaerula;Methanosphaerula_palustris
NR_075592	NR_075592	Desulfurococcus amylolyticus 1221n			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus;Desulfurococcus_amylolyticus
NR_075529	NR_075529	Thermococcus onnurineus NA1			TYPE			species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus_onnurineus
NR_075517	NR_075517	Ignicoccus hospitalis KIN4/I			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus_hospitalis
NR_075507	NR_075507	Methanoregula boonei 6A8			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula_boonei
NR_075496	NR_075496	Methanococcus aeolicus Nankai-3			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus_aeolicus
NR_075495	NR_075495	Methanococcus vannielii SB			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus_vannielii
NR_075478	NR_075478	Metallosphaera sedula DSM 5348			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera_sedula
NR_075474	NR_075474	Methanobrevibacter smithii ATCC 35061			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter_smithii
NR_075459	NR_075459	Staphylothermus marinus F1			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus_marinus
NR_075455	NR_075455	Methanoculleus marisnigri JR1			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;Methanoculleus_marisnigri
NR_075454	NR_075454	Pyrobaculum calidifontis JCM 11548			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum_calidifontis
NR_075452	NR_075452	Methanocorpusculum labreanum Z			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Methanocorpusculum;Methanocorpusculum_labreanum
NR_075435	NR_075435	Pyrobaculum islandicum DSM 4184			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum_islandicum
NR_075381	NR_075381	Methanococcoides burtonii DSM 6242			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanococcoides;Methanococcoides_burtonii
NR_075372	NR_075372	Methanospirillum hungatei JF-1			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum_hungatei
NR_075339	NR_075339	Methanosphaera stadtmanae DSM 3091			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanosphaera;Methanosphaera_stadtmanae
NR_075329	NR_075329	Sulfolobus acidocaldarius Brock et al. 1972			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus_acidocaldarius
NR_075292	NR_075292	Sulfurisphaera tokodaii str. 7			TYPE			species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfurisphaera;Sulfurisphaera_tokodaii
NR_075285	NR_075285	Thermoplasma volcanium GSS1			TYPE			species			materialSample	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;Thermoplasma_volcanium
NR_075281	NR_075281	Pyrococcus horikoshii OT3			TYPE			species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus_horikoshii
NR_075280	NR_075280	Haloarcula marismortui ATCC 43049			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula;Haloarcula_marismortui
NR_075249	NR_075249	Methanocella paludicola SANAE			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;Methanocella_paludicola
NR_075222	NR_075222	Thermococcus kodakarensis KOD1			TYPE			species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus_kodakarensis
NR_075189	NR_075189	Methanocella arvoryzae MRE50			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;Methanocella_arvoryzae
NR_075170	NR_075170	Picrophilus torridus DSM 9790			TYPE			species			materialSample	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;Picrophilus;Picrophilus_torridus
NR_075135	NR_075135	Methanosarcina acetivorans C2A			TYPE			species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina_acetivorans
NR_075132	NR_075132	Pyrococcus furiosus DSM 3638			TYPE			species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus_furiosus
NR_075131	NR_075131	Methanopyrus kandleri AV19			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;Methanopyrus_kandleri
NR_075109	NR_075109	Archaeoglobus fulgidus DSM 4304			TYPE			species			materialSample	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus_fulgidus
NR_075108	NR_075108	Methanothermobacter thermautotrophicus str. Delta H			TYPE			species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanothermobacter;Methanothermobacter_thermautotrophicus
