ID	accessionNumber	scientificName	decimalLatitude	decimalLongitude	typeStatus	catalogueNumber	identifiedBy	taxonRank	country	locality	basisOfRecord	higherClassification
NR_121886	NR_121886	Komagataeibacter xylinus (Brown 1886) Yamada et al. 2013						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter;Komagataeibacter_xylinus
NR_121884	NR_121884	Fimbriimonas ginsengisoli Im et al. 2012			TYPE	JCM:17079		species			materialSample	Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;Fimbriimonas_ginsengisoli
NR_121882	NR_121882	Ensifer adhaerens Cassida 1982						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Ensifer;Ensifer_adhaerens
NR_121875	NR_121875	Corynebacterium falsenii Sjoden et al. 1998			TYPE	DSM:44353		species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium_falsenii
NR_121873	NR_121873	Chlamydia avium 10DC88			TYPE			species			materialSample	Bacteria;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia_avium
NR_121872	NR_121872	Castellaniella defragrans (Foss et al. 1998) Kampfer et al. 2006						species			materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella;Castellaniella_defragrans
NR_121871	NR_121871	"Candidatus Sodalis pierantonius" Oakeson et al. 2014						genus			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Bruguierivoracaceae;Sodalis;"Candidatus_Sodalis
NR_121870	NR_121870	"Candidatus Hepatoplasma crinochetorum" Wang et al. 2004						genus			materialSample	Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Candidatus Hepatoplasma;"Candidatus_Hepatoplasma
NR_121869	NR_121869	"Candidatus Endolissoclinum faulkneri" Kwan et al. 2012						genus			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum;"Candidatus_Endolissoclinum
NR_121868	NR_121868	Borrelia parkeri (Davis 1942) Steinhaus 1946						species	USA:Carmel Valley, CA		materialSample	Bacteria;Spirochaetes;Spirochaetales;Borreliaceae;Borrelia;Borrelia_parkeri
NR_121866	NR_121866	Borrelia anserina (Sakharoff 1891) Bergey et al. 1925						species	USA		materialSample	Bacteria;Spirochaetes;Spirochaetales;Borreliaceae;Borrelia;Borrelia_anserina
NR_121864	NR_121864	Bibersteinia trehalosi (Sneath and Stevens 1990) Blackall et al. 2007						species	USA	Kansas	materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Bibersteinia;Bibersteinia_trehalosi
NR_121862	NR_121862	Aeromonas media WS				CCTCC:AB208267		species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas_media
NR_121860	NR_121860	Magnetospirillum gryphiswaldense Schleifer et al. 1992						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum_gryphiswaldense
NR_121859	NR_121859	Xanthomonas citri pv. fuscans (Schad et al. 2007) Constantin et al. 2016						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas_citri
NR_121858	NR_121858	"Vibrio nigripulchritudo" (Baumann et al. 1971) Baumann et al. 1980						genus			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;"Vibrio_nigripulchritudo"
NR_121856	NR_121856	Rhodococcus pyridinivorans Yoon et al. 2000						species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus_pyridinivorans
NR_121855	NR_121855	Pseudomonas monteilii Elomari et al. 1997						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_monteilii
NR_121854	NR_121854	Mycoplasma ovis (Neitz et al. 1934) Neimark et al. 2004						species	USA	Michigan	materialSample	Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;Mycoplasma_ovis
NR_121853	NR_121853	Ehrlichia muris AS145			TYPE	ATCC:VR-1411		species	Japan	Asuke Town, Aichi Prefecture	materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;Ehrlichia_muris
NR_121852	NR_121852	candidate division WWE3 bacterium RAAC2_WWE3_1	39.53	-107.78				phylum	USA	Rifle, CO	materialSample	Bacteria;candidate division WWE3;candidate_division
NR_121849	NR_121849	Pandoraea pnomenusa Coenye et al. 2000						species	Malaysia		materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea_pnomenusa
NR_121848	NR_121848	Brucella ceti TE10759-12						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella_ceti
NR_121845	NR_121845	Mesoplasma florum (McCoy et al. 1984) Tully et al. 1993						species			materialSample	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma_florum
NR_121843	NR_121843	Mycoplasma parvum str. Indiana						species	USA	Indiana	materialSample	Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;Mycoplasma_parvum
NR_121836	NR_121836	Borrelia miyamotoi Fukunaga et al. 1995						species	USA	CT	materialSample	Bacteria;Spirochaetes;Spirochaetales;Borreliaceae;Borrelia;Borrelia_miyamotoi
NR_121835	NR_121835	Bacillus infantis Ko et al. 2006				NRRL:B-14911		species	USA:Gulf of Mexico		materialSample	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_infantis
NR_121833	NR_121833	Candidatus Liberibacter americanus str. Sao Paulo						genus	Brazil		materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Liberibacter;Candidatus_Liberibacter
NR_121828	NR_121828	Cycloclasticus zancles 78-ME	44.3667	8.7097				species	Italy	Arenzano	materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Cycloclasticus;Cycloclasticus_zancles
NR_121825	NR_121825	Campylobacter coli CVM N29710						species			materialSample	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter_coli
NR_121824	NR_121824	Chlamydia pecorum P787						species			materialSample	Bacteria;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia_pecorum
NR_121823	NR_121823	Staphylococcus pasteuri Chesneau et al. 1993						species			materialSample	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_pasteuri
NR_121821	NR_121821	Streptococcus anginosus C238						species			materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus_anginosus
NR_121820	NR_121820	Streptococcus constellatus subsp. pharyngis C1050						species			materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus_constellatus
NR_121819	NR_121819	Fusobacterium nucleatum subsp. vincentii 3_1_36A2						species			materialSample	Bacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium_nucleatum
NR_121818	NR_121818	Corynebacterium terpenotabidum Y-11			TYPE	DSM:4721		species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium_terpenotabidum
NR_121817	NR_121817	Gloeobacter kilaueensis JS1			TYPE			species	USA	Hawaii	materialSample	Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;Gloeobacter;Gloeobacter_kilaueensis
NR_121815	NR_121815	Paenibacillus larvae subsp. larvae DSM 25430				DSM:25430		species	Germany		materialSample	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus_larvae
NR_121814	NR_121814	Streptococcus lutetiensis 033						species	China		materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus_lutetiensis
NR_121809	NR_121809	Enterococcus mundtii QU 25						species			materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_mundtii
NR_121808	NR_121808	Plautia stali symbiont						family			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Plautia_stali
NR_121806	NR_121806	Patulibacter medicamentivorans Almeida et al. 2013			TYPE			species			materialSample	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter_medicamentivorans
NR_121800	NR_121800	Algoriphagus machipongonensis Alegado et al. 2013			TYPE			species			materialSample	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus_machipongonensis
NR_121798	NR_121798	Desulfuromonas acetoxidans DSM 684			TYPE			species			materialSample	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;Desulfuromonas_acetoxidans
NR_103913	NR_103913	Mycoplasma haemofelis str. Langford 1						species			materialSample	Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;Mycoplasma_haemofelis
NR_103910	NR_103910	Streptococcus iniae SF1						species	China		materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus_iniae
NR_103909	NR_103909	Mannheimia haemolytica M42548						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;Mannheimia_haemolytica
NR_103904	NR_103904	Rickettsia prowazekii str. NMRC Madrid E	40.4168	-3.7038				species	Spain	Madrid	materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia_prowazekii
NR_103902	NR_103902	Mycoplasma putrefaciens Mput9231						species			materialSample	Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;Mycoplasma_putrefaciens
NR_103900	NR_103900	Amycolatopsis orientalis HCCB10007						species			materialSample	Bacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis_orientalis
NR_103898	NR_103898	Clostridium pasteurianum BC1						species			materialSample	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium_pasteurianum
NR_103897	NR_103897	Corynebacterium diphtheriae VA01						species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium_diphtheriae
NR_103896	NR_103896	Klebsiella pneumoniae subsp. pneumoniae HS11286						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella_pneumoniae
NR_103893	NR_103893	Bordetella pertussis CS						species			materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella_pertussis
NR_103892	NR_103892	Mycoplasma hyorhinis MCLD						species			materialSample	Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;Mycoplasma_hyorhinis
NR_103891	NR_103891	Strawberry lethal yellows phytoplasma (CPA) str. NZSb11						genus			materialSample	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma;16SrXII (Stolbur group);Strawberry_lethal
NR_103890	NR_103890	Mycoplasma suis str. Illinois						species			materialSample	Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;Mycoplasma_suis
NR_103889	NR_103889	Borreliella burgdorferi N40						species			materialSample	Bacteria;Spirochaetes;Spirochaetales;Borreliaceae;Borreliella;Borreliella_burgdorferi
NR_103887	NR_103887	Pantoea ananatis LMG 20103				LMG:20103		species	South Africa		materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea_ananatis
NR_103886	NR_103886	Rhodopseudomonas palustris TIE-1						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Rhodopseudomonas;Rhodopseudomonas_palustris
NR_103885	NR_103885	Histophilus somni 2336						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Histophilus;Histophilus_somni
NR_103884	NR_103884	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'						species			materialSample	Bacteria;Spirochaetes;Leptospirales;Leptospiraceae;Leptospira;Leptospira_biflexa
NR_103883	NR_103883	Rickettsia rickettsii str. Iowa			TYPE			species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia_rickettsii
NR_103882	NR_103882	Paenibacillus polymyxa E681						species			materialSample	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus_polymyxa
NR_103881	NR_103881	Pseudomonas resinovorans NBRC 106553						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_resinovorans
NR_103880	NR_103880	Chlamydia trachomatis 434/Bu						species			materialSample	Bacteria;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia_trachomatis
NR_103879	NR_103879	Rhizobium leguminosarum bv. viciae 3841						species	United Kingdom		materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;Rhizobium_leguminosarum
NR_103878	NR_103878	Lactococcus lactis subsp. lactis Il1403						species			materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus_lactis
NR_103877	NR_103877	Neisseria gonorrhoeae FA 1090				ATCC:700825		species			materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria_gonorrhoeae
NR_103876	NR_103876	Pasteurella multocida subsp. multocida str. Pm70						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;Pasteurella_multocida
NR_103875	NR_103875	Neisseria meningitidis MC58						species			materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria_meningitidis
NR_103440	NR_103440	Helicobacter hepaticus ATCC 51449						species			materialSample	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter_hepaticus
NR_103439	NR_103439	Acinetobacter pittii PHEA-2						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter_pittii
NR_103429	NR_103429	Streptococcus parauberis KCTC 11537				KCTC:11537		species			materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus_parauberis
NR_103428	NR_103428	Sinorhizobium fredii NGR234						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Sinorhizobium;Sinorhizobium_fredii
NR_103421	NR_103421	Brucella abortus bv. 1 str. 9-941						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella_abortus
NR_103418	NR_103418	Bifidobacterium thermophilum RBL67						species			materialSample	Bacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_thermophilum
NR_103417	NR_103417	"Candidatus Methylomirabilis oxyfera" Ettwig et al. 2010	52.17	6.41				genus			materialSample	Bacteria;candidate division NC10;Candidatus Methylomirabilis;"Candidatus_Methylomirabilis
NR_103416	NR_103416	Candidatus Cloacimonas acidaminovorans str. Evry						species			materialSample	Bacteria;Candidatus Cloacimonetes;Candidatus Cloacimonas;Candidatus_Cloacimonas
NR_103415	NR_103415	Leuconostoc gelidum JB7						species	South Korea		materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc_gelidum
NR_103412	NR_103412	Bifidobacterium bifidum S17						species			materialSample	Bacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_bifidum
NR_103410	NR_103410	Glaesserella parasuis SH0165						species	China		materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Glaesserella;Glaesserella_parasuis
NR_103409	NR_103409	Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC BAA-1116			TYPE			species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_campbellii
NR_103408	NR_103408	[Eubacterium] siraeum V10Sc8a						family			materialSample	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillospiraceae incertae sedis;[Eubacterium]_siraeum
NR_103407	NR_103407	Streptomyces albus J1074						species			materialSample	Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces_albus
NR_103406	NR_103406	Raoultella ornithinolytica B6						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Raoultella;Raoultella_ornithinolytica
NR_103404	NR_103404	Streptomyces cattleya NRRL 8057 = DSM 46488						species			materialSample	Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces_cattleya
NR_103403	NR_103403	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1						species			materialSample	Bacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_freudenreichii
NR_103402	NR_103402	Providencia stuartii MRSN 2154						species	Afghanistan		materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_stuartii
NR_103401	NR_103401	Enterococcus faecium Aus0004						species	Australia	Melbourne	materialSample	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecium
NR_103398	NR_103398	Klebsiella michiganensis KCTC 1686						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella_michiganensis
NR_103393	NR_103393	Thermobifida fusca YX						species			materialSample	Bacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Thermobifida;Thermobifida_fusca
NR_103391	NR_103391	Acidithiobacillus caldus SM-1						species			materialSample	Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus_caldus
NR_103390	NR_103390	Vibrio furnissii NCTC 11218				NCTC:11218		species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_furnissii
NR_103389	NR_103389	Aggregatibacter actinomycetemcomitans D11S-1						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter_actinomycetemcomitans
NR_103387	NR_103387	Chelativorans sp. BNC1						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans;unclassified Chelativorans;Chelativorans_sp.
NR_103385	NR_103385	Bartonella clarridgeiae 73						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella_clarridgeiae
NR_103382	NR_103382	Moraxella catarrhalis BBH18						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella_catarrhalis
NR_103381	NR_103381	Prevotella denticola F0289						species			materialSample	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_denticola
NR_103380	NR_103380	Ralstonia pickettii 12J						species			materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia_pickettii
NR_103376	NR_103376	Borrelia crocidurae str. Achema						species	Senegal		materialSample	Bacteria;Spirochaetes;Spirochaetales;Borreliaceae;Borrelia;Borrelia_crocidurae
NR_103373	NR_103373	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR						species			materialSample	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;Blattabacterium;unclassified Blattabacterium;Blattabacterium_sp.
NR_103372	NR_103372	Borrelia turicatae 91E135						species			materialSample	Bacteria;Spirochaetes;Spirochaetales;Borreliaceae;Borrelia;Borrelia_turicatae
