ID	accessionNumber	scientificName	decimalLatitude	decimalLongitude	typeStatus	catalogueNumber	identifiedBy	taxonRank	country	locality	basisOfRecord	higherClassification
NR_103991	NR_103991	Salinarchaeum sp. Harcht-Bsk1						species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Salinarchaeum;unclassified Salinarchaeum;Salinarchaeum_sp.
NR_103197	NR_103197	Thermoproteus uzoniensis Bonch-Osmolovskaya et al. 2001						species	Russia	Kamchatka	materialSample	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermoproteus;Thermoproteus_uzoniensis
NR_103189	NR_103189	"Candidatus Nitrososphaera gargensis" Hatzenpichler et al. 2008						genus			materialSample	Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;"Candidatus_Nitrososphaera
NR_103101	NR_103101	Methanosaeta harundinacea Ma et al. 2006						genus			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanosaeta_harundinacea
NR_103026	NR_103026	Methanobacterium lacus Borrel et al. 2012						species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium_lacus
NR_103024	NR_103024	"Nanoarchaeum equitans" Huber et al. 2002						genus			materialSample	Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanoarchaeaceae;Nanoarchaeum;"Nanoarchaeum_equitans"
NR_103022	NR_103022	"Candidatus Nitrosopumilus koreensis" Park et al. 2012						genus			materialSample	Archaea;Thaumarchaeota;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;"Candidatus_Nitrosopumilus
NR_103012	NR_103012	"Acidianus hospitalis" Bettstetter et al. 2003						genus			materialSample	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Acidianus;"Acidianus_hospitalis"
NR_076757	NR_076757	Methanococcus voltae Balch et al. 1981 emend. Ward et al. 1989						species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus_voltae
NR_076720	NR_076720	Methanocaldococcus sp. FS406-22						species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;unclassified Methanocaldococcus;Methanocaldococcus_sp.
NR_076633	NR_076633	"Sulfolobus islandicus" Zillig et al. 1994						genus			materialSample	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;"Sulfolobus_islandicus"
NR_076372	NR_076372	Methanosarcina barkeri Schnellen 1947 (Approved Lists 1980) emend. Bryant and Boone 1987						species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina_barkeri
NR_076343	NR_076343	Methanococcus maripaludis Jones et al. 1984						species			materialSample	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus_maripaludis
NR_076247	NR_076247	Halobacterium salinarum corrig. (Harrison and Kennedy 1922) Elazari-Volcani 1957 (Approved Lists 1980) emend. Gruber et al. 2004				DSM:671		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium;Halobacterium_salinarum
NR_076233	NR_076233	"Haloquadratum walsbyi" Bolhuis et al. 2004				DSM:16790		genus			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloquadratum;"Haloquadratum_walsbyi"
NR_076175	NR_076175	Methanosarcina mazei (Barker 1936) Mah and Kuhn 1986				DSM:3647		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina_mazei
NR_076171	NR_076171	Saccharolobus solfataricus (Zillig et al. 1980) Sakai and Kurosawa 2018						species			materialSample	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus_solfataricus
NR_076168	NR_076168	Halobacterium salinarum NRC-1				ATCC:700922		species			materialSample	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium;Halobacterium_salinarum
NR_122024	NR_122024	Thermococcus nautili Gorlas et al. 2014			TYPE	JCM:19601		species			materialSample	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus_nautili
