ID	accessionNumber	scientificName	decimalLatitude	decimalLongitude	typeStatus	catalogueNumber	identifiedBy	taxonRank	country	locality	basisOfRecord	higherClassification
NR_076097	NR_076097	Bradyrhizobium diazoefficiens Delamuta et al. 2013			TYPE			species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium_diazoefficiens
NR_076098	NR_076098	Rhizobium etli Segovia et al. 1993			TYPE	ATCC:51251		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;Rhizobium_etli
NR_076109	NR_076109	Agrobacterium vitis Ophel and Kerr 1990				ATCC:BAA-846		species	Hungary	Orgovany	materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium_vitis
NR_076111	NR_076111	Thermotoga petrophila Takahata et al. 2001			TYPE	ATCC:BAA-488		species			materialSample	Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga_petrophila
NR_076112	NR_076112	Brucella ovis Buddle 1956 (Approved Lists 1980)			TYPE	ATCC:25840		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella_ovis
NR_076114	NR_076114	Fervidobacterium nodosum Patel et al. 1985			TYPE	ATCC:35602		species			materialSample	Bacteria;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium_nodosum
NR_076115	NR_076115	Pseudothermotoga lettingae (Balk et al. 2002) Bhandari and Gupta 2014			TYPE	ATCC:BAA-301		species			materialSample	Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga;Pseudothermotoga_lettingae
NR_076116	NR_076116	Dinoroseobacter shibae Biebl et al. 2005			TYPE	DSM:16493		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Dinoroseobacter;Dinoroseobacter_shibae
NR_076119	NR_076119	Brucella canis Carmichael and Bruner 1968 (Approved Lists 1980)			TYPE	ATCC:23365		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella_canis
NR_076120	NR_076120	Thermotoga neapolitana Jannasch et al. 1989			TYPE	DSM:4359		species			materialSample	Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga_neapolitana
NR_076125	NR_076125	Brucella microti Scholz et al. 2008			TYPE	CCM:4915		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella_microti
NR_076129	NR_076129	Anaerococcus prevotii (Foubert and Douglas 1948) Ezaki et al. 2001			TYPE	DSM:20548		species			materialSample	Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus_prevotii
NR_076133	NR_076133	Thermotoga naphthophila Takahata et al. 2001			TYPE	ATCC:BAA-489		species			materialSample	Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga_naphthophila
NR_076135	NR_076135	Thermocrinis albus Eder and Huber 2002			TYPE	DSM:14484		species			materialSample	Bacteria;Aquificae;Aquificales;Aquificaceae;Thermocrinis;Thermocrinis_albus
NR_076141	NR_076141	"Halanaerobium hydrogeniformans" Brown et al. 2011						genus			materialSample	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;"Halanaerobium_hydrogeniformans"
NR_076145	NR_076145	Syntrophobotulus glycolicus Friedrich et al. 1996			TYPE	DSM:8271		species	Germany		materialSample	Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Syntrophobotulus;Syntrophobotulus_glycolicus
NR_076146	NR_076146	Gallibacterium anatis (Mutters et al. 1985) Christensen et al. 2003						species	USA	Iowa	materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium;Gallibacterium_anatis
NR_076150	NR_076150	Taylorella asinigenitalis Jang et al. 2001						species	France	Loir-et-Cher	materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Taylorella;Taylorella_asinigenitalis
NR_076152	NR_076152	Simkania negevensis Everett et al. 1999			TYPE	ATCC:VR-1471		species			materialSample	Bacteria;Chlamydiae;Parachlamydiales;Simkaniaceae;Simkania;Simkania_negevensis
NR_076380	NR_076380	"Thiobacillus denitrificans" Beijerinck 1904				ATCC:25259		genus			materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;"Thiobacillus_denitrificans"
NR_076284	NR_076284	Hydrogenobacter thermophilus Kawasumi et al. 1984			TYPE	DSM:6534		species			materialSample	Bacteria;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;Hydrogenobacter_thermophilus
NR_076788	NR_076788	Hydrogenobacter thermophilus Kawasumi et al. 1984	34.856	138.938	TYPE	DSM:6534		species	Japan	Izu Peninsula	materialSample	Bacteria;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;Hydrogenobacter_thermophilus
NR_102990	NR_102990	Syntrophothermus lipocalidus Sekiguchi et al. 2000			TYPE	DSM:12680		species			materialSample	Bacteria;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophothermus;Syntrophothermus_lipocalidus
NR_102993	NR_102993	Thermoanaerobacterium xylanolyticum Lee et al. 1993	44.7532	-110.7227	TYPE	ATCC:49914		species	USA		materialSample	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermoanaerobacterium;Thermoanaerobacterium_xylanolyticum
NR_102994	NR_102994	Thermoanaerobacter pseudethanolicus Onyenwoke et al. 2007			TYPE	ATCC:33223		species			materialSample	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;Thermoanaerobacter_pseudethanolicus
NR_102995	NR_102995	Mycobacterium tuberculosis H37Rv			TYPE	ATCC:25618		species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis complex;Mycobacterium_tuberculosis
NG_042031	NG_042031	Deinococcus radiodurans (ex Raj et al. 1960) Brooks and Murray 1981			TYPE	ATCC:13939		species			materialSample	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus_radiodurans
NG_042030	NG_042030	Salmonella enterica subsp. enterica serovar Typhimurium			TYPE	ATCC:700720		species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica
NG_042029	NG_042029	Brucella melitensis bv. 1			TYPE	ATCC:23456		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_melitensis
NG_042022	NG_042022	Pelotomaculum thermopropionicum SI			TYPE	DSM:13744		species			materialSample	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum;Pelotomaculum_thermopropionicum
NG_042021	NG_042021	Mesorhizobium japonicum Martinez-Hidalgo et al. 2016			TYPE			species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium_japonicum
NG_042019	NG_042019	Bradyrhizobium diazoefficiens Delamuta et al. 2013			TYPE			species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium_diazoefficiens
NG_042018	NG_042018	Rhizobium etli Segovia et al. 1993			TYPE	ATCC:51251		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;Rhizobium_etli
NG_042011	NG_042011	Agrobacterium vitis Ophel and Kerr 1990				ATCC:BAA-846		species	Hungary	Orgovany	materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium_vitis
NG_042010	NG_042010	Thermotoga petrophila Takahata et al. 2001			TYPE	ATCC:BAA-488		species			materialSample	Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga_petrophila
NG_042009	NG_042009	Brucella ovis Buddle 1956 (Approved Lists 1980)			TYPE	ATCC:25840		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_ovis
NG_042008	NG_042008	Fervidobacterium nodosum Patel et al. 1985			TYPE	ATCC:35602		species			materialSample	Bacteria;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium_nodosum
NG_042007	NG_042007	Pseudothermotoga lettingae (Balk et al. 2002) Bhandari and Gupta 2014			TYPE	ATCC:BAA-301		species			materialSample	Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga;Pseudothermotoga_lettingae
NG_042006	NG_042006	Dinoroseobacter shibae Biebl et al. 2005			TYPE	DSM:16493		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Dinoroseobacter;Dinoroseobacter_shibae
NG_042004	NG_042004	Brucella canis Carmichael and Bruner 1968 (Approved Lists 1980)			TYPE	ATCC:23365		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_canis
NG_042003	NG_042003	Thermotoga neapolitana Jannasch et al. 1989			TYPE	DSM:4359		species			materialSample	Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga_neapolitana
NG_042000	NG_042000	Brucella microti Scholz et al. 2008			TYPE	CCM:4915		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_microti
NG_041999	NG_041999	Anaerococcus prevotii (Foubert and Douglas 1948) Ezaki et al. 2001			TYPE	DSM:20548		species			materialSample	Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus_prevotii
NG_041998	NG_041998	Thermotoga naphthophila Takahata et al. 2001			TYPE	ATCC:BAA-489		species			materialSample	Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga_naphthophila
NG_041997	NG_041997	Thermocrinis albus Eder and Huber 2002			TYPE	DSM:14484		species			materialSample	Bacteria;Aquificae;Aquificales;Aquificaceae;Thermocrinis;Thermocrinis_albus
NG_041995	NG_041995	"Halanaerobium hydrogeniformans" Brown et al. 2011						genus			materialSample	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;"Halanaerobium_hydrogeniformans"
NG_041994	NG_041994	Syntrophobotulus glycolicus Friedrich et al. 1996			TYPE	DSM:8271		species	Germany		materialSample	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Syntrophobotulus;Syntrophobotulus_glycolicus
NG_041993	NG_041993	Gallibacterium anatis (Mutters et al. 1985) Christensen et al. 2003						species	USA	Iowa	materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium;Gallibacterium_anatis
NG_041992	NG_041992	Taylorella asinigenitalis Jang et al. 2001						species	France	Loir-et-Cher	materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Taylorella;Taylorella_asinigenitalis
NG_041991	NG_041991	Simkania negevensis Everett et al. 1999			TYPE	ATCC:VR-1471		species			materialSample	Bacteria;Chlamydiae;Parachlamydiales;Simkaniaceae;Simkania;Simkania_negevensis
NG_041990	NG_041990	Hydrogenobacter thermophilus Kawasumi et al. 1984			TYPE	DSM:6534		species			materialSample	Bacteria;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;Hydrogenobacter_thermophilus
NG_041989	NG_041989	"Thiobacillus denitrificans" Beijerinck 1904				ATCC:25259		genus			materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;"Thiobacillus_denitrificans"
NG_041988	NG_041988	Hydrogenobacter thermophilus Kawasumi et al. 1984	34.856	138.938	TYPE	DSM:6534		species	Japan	Izu Peninsula	materialSample	Bacteria;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;Hydrogenobacter_thermophilus
NG_041984	NG_041984	Thermoanaerobacterium xylanolyticum Lee et al. 1993	44.7532	-110.7227	TYPE	ATCC:49914		species	USA		materialSample	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermoanaerobacterium;Thermoanaerobacterium_xylanolyticum
NG_041983	NG_041983	Thermoanaerobacter pseudethanolicus Onyenwoke et al. 2007			TYPE	ATCC:33223		species			materialSample	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;Thermoanaerobacter_pseudethanolicus
NG_041982	NG_041982	Mycobacterium tuberculosis H37Rv			TYPE	ATCC:25618		species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis complex;Mycobacterium_tuberculosis
NG_041981	NG_041981	Mycolicibacterium rhodesiae (Tsukamura et al. 1981) Gupta et al. 2018	-33.91	150.97				species	Australia	Sydney	materialSample	Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium_rhodesiae
NR_076084	NR_076084	Coxiella burnetii (Derrick 1939) Philip 1948						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella_burnetii
NG_041966	NG_041966	Coxiella burnetii (Derrick 1939) Philip 1948						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella_burnetii
NR_076899	NR_076899	Treponema caldarium corrig. (Pohlschroder et al. 1994) Abt et al. 2013	42.22	-120.37	TYPE	DSM:7334		species	USA	Oregon	materialSample	Bacteria;Spirochaetes;Spirochaetales;Treponemataceae;Treponema;Treponema_caldarium
NR_076842	NR_076842	Chloracidobacterium thermophilum Tank and Bryant 2015			TYPE			species			materialSample	Bacteria;Acidobacteria;Blastocatellia;Chloracidobacterium;Chloracidobacterium_thermophilum
NR_131209	NR_131209	Coxiella burnetii (Derrick 1939) Philip 1948						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella_burnetii
NG_041980	NG_041980	Mycobacterium leprae (Hansen 1880) Lehmann and Neumann 1896						species	Brazil		materialSample	Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium_leprae
NG_041979	NG_041979	Mycobacterium avium Chester 1901 (Approved Lists 1980) emend. Thorel et al. 1990						species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium_avium
NG_041977	NG_041977	Erwinia amylovora (Burrill 1882) Winslow et al. 1920 (AL 1980) emend. Hauben et al. 1999				ATCC:49946		species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia_amylovora
NG_041974	NG_041974	Brucella abortus bv. 1						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_abortus
NG_041971	NG_041971	Moraxella catarrhalis (Frosch and Kolle 1896) Henriksen and Bovre 1968						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Moraxella_catarrhalis
NR_103000	NR_103000	Mycobacterium leprae (Hansen 1880) Lehmann and Neumann 1896						species	Brazil		materialSample	Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium_leprae
NR_103001	NR_103001	Mycobacterium avium Chester 1901 (Approved Lists 1980) emend. Thorel et al. 1990						species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium_avium
NR_103017	NR_103017	Aggregatibacter actinomycetemcomitans (Klinger 1912) Norskov-Lauritsen and Kilian 2006						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter_actinomycetemcomitans
NR_103027	NR_103027	Erwinia amylovora (Burrill 1882) Winslow et al. 1920 (AL 1980) emend. Hauben et al. 1999				ATCC:49946		species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia_amylovora
NR_103163	NR_103163	"Glaesserella parasuis" (Biberstein and White 1969) Inzana et al. 2016						genus	China		materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Glaesserella;"Glaesserella_parasuis"
NR_103168	NR_103168	Brucella abortus bv. 1						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella_abortus
NR_103199	NR_103199	Klebsiella oxytoca (Flugge 1886) Lautrop 1956				KCTC:1686		species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella_oxytoca
NR_103200	NR_103200	Acetivibrio clariflavus (Shiratori et al. 2009) Tindall 2019	35.34	139.49	TYPE	DSM:19732		species	Japan		materialSample	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio;Acetivibrio_clariflavus
NR_103214	NR_103214	Moraxella catarrhalis (Frosch and Kolle 1896) Henriksen and Bovre 1968						species			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella_catarrhalis
NR_102992	NR_102992	"Desulfotomaculum reducens" Tebo and Obraztsova 1998			TYPE			genus			materialSample	Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfotomaculum;"Desulfotomaculum_reducens"
NR_103975	NR_103975	Brucella suis Huddleson 1929 (Approved Lists 1980)			TYPE	ATCC:23444		species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella_suis
NR_122026	NR_122026	Trueperella pyogenes (Glage 1903) Yassin et al. 2011						species			materialSample	Bacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Trueperella;Trueperella_pyogenes
NR_122025	NR_122025	Thermocrinis ruber Huber et al. 1999			TYPE	DSM:12173		species			materialSample	Bacteria;Aquificae;Aquificales;Aquificaceae;Thermocrinis;Thermocrinis_ruber
NR_122016	NR_122016	Serratia fonticola Gavini et al. 1979 (Approved Lists 1980) emend. Kampfer and Glaeser 2015						species	Malaysia		materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia_fonticola
NR_122015	NR_122015	Rubrobacter radiotolerans (Yoshinaka et al. 1973) Suzuki et al. 1989				CECT:8386		species			materialSample	Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter_radiotolerans
NR_122012	NR_122012	Pseudomonas cichorii (Swingle 1925) Stapp 1928						species	South Korea		materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_cichorii
NR_122010	NR_122010	Nocardia nova Tsukamura 1983						species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia_nova
NR_122009	NR_122009	Neorickettsia helminthoeca Philip et al. 1953						species	USA		materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia;Neorickettsia_helminthoeca
NR_122007	NR_122007	Mannheimia varigena Angen et al. 1999						species	USA	Nebraska	materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;Mannheimia_varigena
NR_122003	NR_122003	Hymenobacter swuensis Lee et al. 2016			TYPE			species			materialSample	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter_swuensis
NR_122001	NR_122001	Komagataeibacter xylinus (Brown 1886) Yamada et al. 2013						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter;Komagataeibacter_xylinus
NR_121999	NR_121999	Fimbriimonas ginsengisoli Im et al. 2012			TYPE	JCM:17079		species			materialSample	Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;Fimbriimonas_ginsengisoli
NR_121997	NR_121997	Ensifer adhaerens Cassida 1982						species			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Ensifer;Ensifer_adhaerens
NR_121995	NR_121995	Draconibacterium orientale Du et al. 2014			TYPE			species	China	Weihai	materialSample	Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Draconibacterium;Draconibacterium_orientale
NR_121990	NR_121990	Corynebacterium falsenii Sjoden et al. 1998			TYPE	DSM:44353		species			materialSample	Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium_falsenii
NR_121988	NR_121988	Chlamydia avium Sachse et al. 2015			TYPE			species			materialSample	Bacteria;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia_avium
NR_121987	NR_121987	Castellaniella defragrans (Foss et al. 1998) Kampfer et al. 2006						species			materialSample	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella;Castellaniella_defragrans
NR_121986	NR_121986	"Candidatus Sodalis pierantonius" Oakeson et al. 2014						genus			materialSample	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Bruguierivoracaceae;Sodalis;"Candidatus_Sodalis
NR_121985	NR_121985	"Candidatus Hepatoplasma crinochetorum" Wang et al. 2004						genus			materialSample	Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Candidatus Hepatoplasma;"Candidatus_Hepatoplasma
NR_121984	NR_121984	"Candidatus Endolissoclinum faulkneri" Kwan et al. 2012						genus			materialSample	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum;"Candidatus_Endolissoclinum
NR_121983	NR_121983	Borrelia parkeri (Davis 1942) Steinhaus 1946						species	USA:Carmel Valley, CA		materialSample	Bacteria;Spirochaetes;Spirochaetales;Borreliaceae;Borrelia;Borrelia_parkeri
